tRF,LA2CN2_1,LA2CN2_2,LA2CN2_3,LA2CN2_4,LA2CO2_1,LA2CO2_2,LA2CO2_3,LA2CO2_4,LA5CN2_1,LA5CN2_2,LA5CN2_3,LA5CN2_4,LA5CO2_1,LA5CO2_2,LA5CO2_3,LA5CO2_4
tRF-22-PV6RRNLNJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-PY5P4PZ3H,2.622083706,0,0,1.086019083,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-PY8HM2OS4,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,1.456285536,0
tRF-22-PZK0JNOR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q01LQKHUP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q1Q89P9L5,0,0,1.296673942,2.172038165,0,0,0,0,0.60857558,1.097252708,0,0.629039421,2.270190801,1.477105253,0,4.881373709
tRF-22-Q2FWQ8P6O,1.311041853,0,0,0,0,0,0,1.200774208,2.434302321,2.194505416,1.204821853,1.887118262,4.540381602,2.215657879,4.368856608,7.322060563
tRF-22-Q340QI6NF,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q3V2Y7RZ5,0,0,1.296673942,0,0,0,1.380069473,0,4.260029062,4.389010832,7.831342048,3.145197103,5.297111869,5.169868384,4.368856608,8.135622848
tRF-22-Q3V6M7QZ1,0,0,0,1.086019083,0,0,0,0,0.60857558,0,0,0,0,2.954210505,0,0
tRF-22-Q4NKKQBRH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q622EVUI2,0,3.524999977,0,1.086019083,1.59654389,0,1.380069473,0,0.60857558,1.645879062,0,1.258078841,0,0.738552626,0,0
tRF-22-Q673FJQ43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q67KV0JZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q6J6K6UD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q6S8V0J6L,2.622083706,0,0,2.172038165,0,1.16082983,1.380069473,0,0,0,0,0.629039421,0,0.738552626,0,0
tRF-22-Q6S8V0J8L,0,0,1.296673942,1.086019083,0,0,0,0,0,2.74313177,0.602410927,0.629039421,1.513460534,1.477105253,2.912571072,0
tRF-22-Q72S3HPS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q89P9L842,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-22-Q99P9P9NI,3.93312556,1.174999992,0,0,0,1.16082983,1.380069473,0,0,0,0,1.887118262,0,0.738552626,0,0
tRF-22-Q9R4L2RRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-Q9R4X2RRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QFQ2FWQ8M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QHY8NNBSF,0,0,0,1.086019083,0,2.321659661,0,0,0,0,0,0,0,0,0,0
tRF-22-QHZ8NNBXF,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QI45LSM1K,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0.756730267,0,0,0
tRF-22-QIY5LSM1K,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-22-QJ3KYU4R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QJ3KYUYR4,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QKF1R38E5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QKF1R3WE5,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QNR8VP9LH,0,1.174999992,0,1.086019083,0,2.321659661,0,0,0.60857558,1.645879062,0,0,0.756730267,0,0,1.62712457
tRF-22-QO8Q9VZV1,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-22-QO945NB23,15.73250224,14.09999991,14.26341337,18.4623244,12.77235112,30.18157559,26.22131998,38.42477464,8.520058123,16.45879062,17.46991688,15.09694609,9.837493472,14.77105253,11.65028429,17.08480798
tRF-22-QOH7HLWXJ,0,0,0,1.086019083,0,0,0,0,0.60857558,0,0.602410927,0,0,0,0,0
tRF-22-QP596VZ6J,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QQKNR7VJJ,5.244167413,8.224999946,2.593347885,8.68815266,4.789631669,4.643319322,2.760138946,12.00774208,1.21715116,3.291758124,1.204821853,3.145197103,2.270190801,0.738552626,0,0
tRF-22-QR535Z8LQ,0,0,0,0,0,0,0,0,0,0.548626354,0.602410927,0,0,0,0,0
tRF-22-QWUID4ZW4,0,0,1.296673942,2.172038165,3.193087779,0,0,0,0.60857558,0,0.602410927,1.258078841,0,0,0,0
tRF-22-QXL13XZ5J,0,0,0,0,0,0,0,1.200774208,0,0,0,0,0,0,0,0
tRF-22-QZ0HJBRRP,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QZ2S3HPS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QZPHVU6RK,0,0,0,1.086019083,0,1.16082983,0,0,0.60857558,0,0,0,0,0,1.456285536,0
tRF-22-QZR44ER8H,0,1.174999992,1.296673942,2.172038165,0,0,0,1.200774208,0,0.548626354,1.204821853,0.629039421,0.756730267,0,0,2.440686854
tRF-22-QZR4L2RRK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-QZRK7SIRQ,0,0,1.296673942,2.172038165,0,0,2.760138946,4.80309683,0.60857558,0,2.409643707,3.145197103,0.756730267,0.738552626,0,0
tRF-22-R29P4P9LL,15.73250224,17.62499988,14.26341337,14.11824807,11.17580723,13.92995797,6.900347364,10.80696787,64.5090115,52.66812998,46.38564136,44.03275944,91.56436231,83.45644677,66.98913466,91.11897589
tRF-22-R2IP4O73H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R2IP4OI3H,0,2.349999985,1.296673942,0,0,1.16082983,0,1.200774208,1.825726741,1.097252708,4.819287414,0.629039421,2.270190801,2.954210505,4.368856608,0.813562285
tRF-22-R2IP4OQ3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R2YJ8B9LL,0,1.174999992,1.296673942,1.086019083,0,0,0,0,1.21715116,0.548626354,1.204821853,0.629039421,0.756730267,0.738552626,1.456285536,2.440686854
tRF-22-R2Z4R95MJ,0,0,0,0,0,0,0,0,0,0.548626354,0,0.629039421,0,0,0,0.813562285
tRF-22-R37E14PHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R3HJ8KQPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R3SJ83RPH,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-22-R3VJ4ZZ52,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0.756730267,0,0,0
tRF-22-R3WE8RO84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R44ER81XF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R4L2RRM35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R4NPNNBXH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R4VIJ4S2M,1.311041853,3.524999977,2.593347885,2.172038165,0,0,0,1.200774208,8.520058123,7.680768956,7.228931121,8.806551888,9.080763205,7.385526263,10.19399875,6.508498278
tRF-22-R4XLR828H,2.622083706,1.174999992,0,1.086019083,3.193087779,1.16082983,2.760138946,0,0,0,0,0.629039421,0,0.738552626,1.456285536,0
tRF-22-R718VUY9M,0,0,0,0,0,0,0,0,0,0,1.204821853,0,1.513460534,0,0,0
tRF-22-R71KVUY94,1.311041853,0,0,0,1.59654389,0,1.380069473,0,0.60857558,0.548626354,0,0,1.513460534,0,1.456285536,0.813562285
tRF-22-R73290Q44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R7DJPPE6H,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,1.62712457
tRF-22-R7DJQ8IX4,0,0,0,0,0,1.16082983,0,0,0,0,0,0,0,0,0,0
tRF-22-R7DJQV764,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-22-R7F8YKIRP,0,0,5.18669577,0,1.59654389,0,0,0,3.042877901,3.840384478,3.012054634,3.145197103,9.837493472,6.646973637,17.47542643,10.5763097
tRF-22-R7FKVUY9M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R81XDDZZ3,0,0,0,1.086019083,1.59654389,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-22-R8V0JZOY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R918VBYZM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R951KHZKK,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-22-R95933JKF,0,0,0,0,0,0,0,0,0.60857558,0.548626354,0,0,0,0,0,0
tRF-22-R9598LS7H,0,0,0,0,0,1.16082983,0,0,0,0,0.602410927,0,0,0,0,0
tRF-22-R959KUMKH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-22-R95M3JF2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R95MN1Q3K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R95R3J092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R95R3JH92,1.311041853,1.174999992,0,0,0,0,0,0,0.60857558,0.548626354,0,0,0,0,0,0
tRF-22-R95RM3Y82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R9D9KUMKH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-R9JP9P9NI,0,0,0,0,0,0,0,0,1.825726741,0.548626354,0,0,0,1.477105253,1.456285536,0.813562285
tRF-22-R9JP9PMNI,0,0,0,0,0,0,0,0,1.21715116,0,0.602410927,0,0.756730267,0,0,0
tRF-22-R9ODMJ6B2,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0.738552626,0,0
tRF-22-RBYJ80MLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RBYJ8B9LL,0,0,1.296673942,0,0,0,0,0,0,0,0.602410927,0.629039421,0.756730267,0,0,0.813562285
tRF-22-RDWXH913K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RERNLN4QH,0,0,0,0,0,1.16082983,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-RESJ83RPH,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,1.62712457
tRF-22-REVI2ERPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RJHJ83RPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RK9P4P9LL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RLVIJ4RPH,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-22-RLXN48Z8N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-22-RN11WZY11,0,0,0,1.086019083,1.59654389,1.16082983,0,0,0.60857558,1.097252708,0,0.629039421,1.513460534,0.738552626,0,1.62712457
tRF-22-RN23KYY8M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RN2NKSEKL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RNLIK898L,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-22-RNLIK8V8L,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-22-RNLNK88KL,0,0,1.296673942,0,0,0,0,0,0,0,0,0.629039421,0,0.738552626,1.456285536,0
tRF-22-RNLNKSEKL,0,1.174999992,0,0,0,0,0,0,0,0,0.602410927,0.629039421,0,0.738552626,1.456285536,0.813562285
tRF-22-ROWFUBNOF,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RP9830MMO,0,1.174999992,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-22-RPD9W1X6K,0,0,0,0,1.59654389,1.16082983,0,1.200774208,0,0,1.80723278,0,0,1.477105253,2.912571072,0
tRF-22-RPFQ5DWXI,0,0,0,0,0,0,0,0,0,1.097252708,0,0.629039421,0,0.738552626,0,0
tRF-22-RPFQJDZX1,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0.813562285
tRF-22-RPFQJDZXI,0,0,0,0,0,0,0,0,1.825726741,1.645879062,0.602410927,0,3.026921068,3.692763132,0,4.067811424
tRF-22-RPFQRDWXI,0,1.174999992,0,0,0,0,0,0,1.21715116,0.548626354,2.409643707,0.629039421,2.270190801,1.477105253,2.912571072,0
tRF-22-RPLWND8PI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RPM8309MO,5.244167413,2.349999985,2.593347885,4.34407633,3.193087779,1.16082983,5.520277891,2.401548415,5.477180222,2.74313177,0.602410927,1.887118262,6.810572403,3.692763132,1.456285536,2.440686854
tRF-22-RPM830MMO,6.555209266,5.874999961,7.780043655,8.68815266,3.193087779,6.964978983,9.66048631,6.003871038,3.651453481,3.840384478,6.024109267,5.661354785,3.783651335,5.169868384,7.281427681,1.62712457
tRF-22-RQ59WIZKP,0,0,0,0,0,1.16082983,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-RRJ89O9NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-22-RRX3W036L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RS9NS334K,18.35458595,15.2749999,18.15343519,9.774171743,31.93087779,27.85991593,20.70104209,34.82245202,13.38866276,14.2642852,18.0723278,17.61310378,14.37787507,14.0324999,24.75685411,10.5763097
tRF-22-RUSMKVNM1,0,0,0,0,0,0,0,0,1.21715116,0,0,0.629039421,0,0.738552626,0,0
tRF-22-RV50SRRN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RVU4727OH,1.311041853,0,0,1.086019083,0,0,0,0,0,0.548626354,1.204821853,0,0.756730267,0,1.456285536,0
tRF-22-RW18V6XOL,0,0,0,0,0,0,0,0,0,0,0,1.258078841,0,0,0,0.813562285
tRF-22-RW5P7JE2L,0,0,0,0,0,1.16082983,0,6.003871038,0,0,0,0,0,0,0,0
tRF-22-RWD88JE74,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0.813562285
tRF-22-RX1HI242F,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-22-RX1HI2NIF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0.813562285
tRF-22-RX1HZ24UF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RX67NZU6J,0,0,0,0,0,0,0,0,0.60857558,0,0,0,0,0,0,0
tRF-22-RX6N38Z91,0,0,0,0,0,0,0,0,1.21715116,2.194505416,4.216876487,1.887118262,7.567302671,8.12407889,1.456285536,2.440686854
tRF-22-RX6NMH491,0,0,1.296673942,1.086019083,3.193087779,0,0,0,1.825726741,2.74313177,1.204821853,1.258078841,0,1.477105253,0,0.813562285
tRF-22-RX6NMH49I,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-RX8FYV451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RX8HWVZ51,0,1.174999992,0,0,0,1.16082983,1.380069473,0,1.21715116,0.548626354,1.204821853,0.629039421,2.270190801,0.738552626,1.456285536,2.440686854
tRF-22-RX8HYV451,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-RXD5F1D0J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RXPIN2NYF,0,0,0,0,0,0,0,0,0,1.097252708,1.80723278,0.629039421,1.513460534,2.954210505,0,0
tRF-22-RXQ6S842M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-RXSINHZ4M,0,0,0,1.086019083,0,1.16082983,0,0,0,0,0,1.258078841,0,0,0,0
tRF-22-RXSMKVNM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-22-RXURYRSI1,0,0,0,0,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-22-RZ81JJ6R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S0JPN1Y6H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S2I7L7P5M,0,0,0,1.086019083,0,0,0,1.200774208,0,0.548626354,0.602410927,0,0.756730267,0.738552626,0,0.813562285
tRF-22-S2PMFIZO5,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0.738552626,0,1.62712457
tRF-22-S3M8309NF,3.93312556,5.874999961,3.890021827,3.258057248,3.193087779,0,0,1.200774208,1.825726741,1.645879062,2.409643707,3.145197103,2.270190801,5.169868384,4.368856608,4.067811424
tRF-22-S4113KYU5,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S41M3KYU5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S4I7LZM3M,0,0,0,1.086019083,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-22-S4I7MN93J,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0,0,0,0
tRF-22-S5QKF1R35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S5R8309NF,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S79PVOEOO,5.244167413,5.874999961,6.483369712,2.172038165,11.17580723,6.964978983,5.520277891,6.003871038,3.042877901,3.291758124,2.409643707,3.774236523,3.026921068,2.954210505,0,0
tRF-22-S8V0J6OZQ,1.311041853,1.174999992,0,0,0,0,2.760138946,0,0,0,0.602410927,0,0,0,0,0
tRF-22-S8V0J8O9Q,0,0,0,0,0,0,0,0,0.60857558,0,0,0.629039421,0,0,0,0
tRF-22-S9245J7KQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S998LO9DL,0,0,0,1.086019083,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-22-S998LOW3O,0,0,0,0,0,0,0,0,0.60857558,0,0.602410927,0,0,0,0,0
tRF-22-S9HENBRSP,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S9ME6KM8N,0,0,0,0,0,0,0,0,0,0.548626354,2.409643707,0,0,0,0,0
tRF-22-S9SB3B5SK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-S9Y81H935,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-S9Y8RH935,0,1.174999992,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SB325UB1Q,10.48833483,5.874999961,6.483369712,1.086019083,1.59654389,4.643319322,6.900347364,6.003871038,1.21715116,0,0.602410927,0.629039421,0.756730267,1.477105253,0,0.813562285
tRF-22-SBKKRSL35,0,2.349999985,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-SBUL6JYBJ,1.311041853,0,0,1.086019083,0,0,0,3.602322623,0,0,0,0.629039421,0,0,0,0
tRF-22-SELQBDYB1,0,0,0,0,0,0,0,1.200774208,0,0,0,0.629039421,0,0,0,0
tRF-22-SER6PIN23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SERUPIZ23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SERXPINK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SINHZ4PVH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SJ7JLJR7F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SJQMXIK25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SL73VL4YK,0,1.174999992,0,2.172038165,1.59654389,1.16082983,2.760138946,1.200774208,3.651453481,1.097252708,1.80723278,1.258078841,4.540381602,2.215657879,0,1.62712457
tRF-22-SL73VL8RM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SMIFFNKQ5,0,0,1.296673942,0,1.59654389,0,0,0,0,1.645879062,0,0.629039421,0,0,0,0.813562285
tRF-22-SMKVNMEH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SQ6KK4RN4,0,1.174999992,0,1.086019083,1.59654389,2.321659661,2.760138946,1.200774208,0,1.097252708,1.204821853,1.258078841,1.513460534,0.738552626,1.456285536,1.62712457
tRF-22-SWRYVMMVL,1.311041853,2.349999985,0,3.258057248,3.193087779,4.643319322,4.140208418,2.401548415,3.651453481,4.937637186,3.61446556,6.919433626,0.756730267,1.477105253,0,4.067811424
tRF-22-SX73V2Y8K,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-SX7JV2Y8K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-22-SXQ3V2Y74,1.311041853,0,0,0,1.59654389,0,0,0,3.651453481,1.097252708,0,1.258078841,0,1.477105253,2.912571072,2.440686854
tRF-22-SXR3IEWSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U00KRX673,3.93312556,1.174999992,0,3.258057248,3.193087779,2.321659661,1.380069473,3.602322623,1.825726741,0,3.012054634,3.145197103,2.270190801,2.954210505,1.456285536,2.440686854
tRF-22-U1J0SU9E3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U1J0SU9EK,0,0,1.296673942,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U1O0789NK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U29F51MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-22-U37Y93Y05,2.622083706,1.174999992,1.296673942,2.172038165,0,2.321659661,0,0,0,0.548626354,2.409643707,0.629039421,2.270190801,0.738552626,1.456285536,0
tRF-22-U4307W5N2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-22-U4307W5NK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813562285
tRF-22-U45O6Q915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U45O6WNE5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U4727OFIQ,10.48833483,9.399999938,5.18669577,9.774171743,22.35161445,6.964978983,12.42062526,10.80696787,7.911482543,7.132142602,7.228931121,7.548473047,6.053842136,3.692763132,1.456285536,1.62712457
tRF-22-U47P299DQ,1.311041853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U4SP299D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U5XBINVD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456285536,0
tRF-22-U736DFHF3,10.48833483,5.874999961,11.67006548,11.94620991,9.579263337,11.6082983,5.520277891,8.405419453,13.38866276,14.81291156,13.25304039,9.435591308,9.080763205,8.12407889,11.65028429,13.83055884
tRF-22-U8HPDE8PN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-U9XW983FM,1.311041853,0,1.296673942,1.086019083,0,3.482489491,0,0,0,0.548626354,0,0,0,0,0,0
tRF-22-UBNXJMFKQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UDJKSV5NK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UDM0IBB7Q,2.622083706,0,0,2.172038165,3.193087779,0,1.380069473,1.200774208,1.21715116,0.548626354,0,0,0,0.738552626,0,0.813562285
tRF-22-UE02K0F75,15.73250224,27.02499982,27.23015279,24.9784389,20.75507056,33.66406508,22.08111156,28.81858098,60.85755802,51.57087727,57.83144897,50.95219306,54.48457923,59.08421011,39.31970948,32.54249139
tRF-22-UE15MXE92,0,0,0,1.086019083,0,0,1.380069473,0,0,1.645879062,0.602410927,0,0,0,1.456285536,0.813562285
tRF-22-UE4BOPRNH,0,0,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-UEDP5IUDJ,0,0,0,1.086019083,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-22-UF04QZ452,1.311041853,1.174999992,2.593347885,1.086019083,0,2.321659661,4.140208418,2.401548415,2.434302321,1.097252708,1.204821853,1.887118262,1.513460534,0.738552626,1.456285536,1.62712457
tRF-22-UFLUD3KSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UFLUD3KYL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738552626,0,0
tRF-22-UFQQKNR7O,0,0,0,0,0,0,0,1.200774208,0.60857558,0,0,0,0,0,0,0
tRF-22-UHK0SVRNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UID4ZWRNO,1.311041853,1.174999992,0,0,3.193087779,2.321659661,2.760138946,0,1.21715116,0.548626354,0.602410927,0.629039421,0.756730267,0,0,0.813562285
tRF-22-UJHJX78OM,0,0,0,0,0,0,0,0,0,0.548626354,0,0,0,0,0,0
tRF-22-UJJKIWRNK,0,2.349999985,2.593347885,1.086019083,3.193087779,0,1.380069473,0,0,0.548626354,0,0.629039421,0,0,1.456285536,0.813562285
tRF-22-UK2YP940J,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UKL4OXOEJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UKM759ME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UKMYO9OEJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UKMYOZDEJ,11.79937668,1.174999992,2.593347885,2.172038165,1.59654389,1.16082983,6.900347364,0,0,0,0,0,0,0.738552626,0,0
tRF-22-UL26SZSBJ,0,1.174999992,0,0,0,0,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-UMJYX9X5M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UMJYXZX5M,0,0,0,1.086019083,0,0,1.380069473,0,0,0,0,0,0,0,0,0
tRF-22-UMX0S75N2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.477105253,0,0
tRF-22-UMX0S75NK,0,0,1.296673942,0,1.59654389,1.16082983,0,1.200774208,0,0,0,0,0,0,1.456285536,0
tRF-22-UMX0SW5NK,0,0,1.296673942,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UMXKS6RN2,2.622083706,1.174999992,0,2.172038165,0,2.321659661,0,0,0,0,0,0.629039421,0,0,0,0
tRF-22-UP0O51YOH,0,0,0,0,0,0,0,0,0,0,0.602410927,0,0.756730267,0,1.456285536,0
tRF-22-UP82R9D93,0,0,0,0,1.59654389,0,0,0,0,0,0,0,0,0,0,0
tRF-22-UZHEPURYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-22-V02YSZSBJ,0,0,0,0,0,0,0,0,0,0,0.602410927,0.629039421,0,0,0,0
