miRNA,control_mean,ad_mean,log_fold_change,p_value,adj_p_value,significant,core_cholinergic_Production,cholinergic_targets_Production,cholinergic_Production
hsa-miR-19a-3p,23.843415418181817,21.799579132250003,-0.1292906252613006,0.7729863059918993,0.9972001756853214,False,False,"RORA,CNTFR,CLOCK,NPAS2,BMPR2,RORB",True
hsa-miR-365a-5p,16.251917041772728,17.687837058124998,0.122147734661814,0.7729863059918993,0.9972001756853214,False,False,SMAD2,False
hsa-miR-30e-5p,6495.973765227272,6745.126013187501,0.0542995899759457,0.7729863059918993,0.9972001756853214,False,False,"LHX8,RORA,LIFR,CLOCK,SMAD2,BMP2K,KLF7",True
hsa-miR-548d-1-5p,13.13138466936364,12.3117402371875,-0.0929843546011612,0.7729863059918993,0.9972001756853214,False,False,"RORB,RORA,BMP2K,CLOCK,KLF7,STAT1,NTRK2,STAT3,BMPR2",True
hsa-miR-511-5p,39.028132879136365,34.226693059375,-0.1893925376669649,0.7729863059918993,0.9972001756853214,False,False,"BMPR1B,NTRK2,PCYT1A,KLF4,RORA",True
hsa-miR-487b-5p,33.903004051818186,37.73214723,0.1543810899271811,0.7729863059918993,0.9972001756853214,False,False,"BMP2,NR1D2",False
hsa-miR-664a-3p,90.32994302590907,84.814562389375,-0.09089230664331,0.7729863059918993,0.9972001756853214,False,True,"LIF,BMPR2,BCHE,BMP8B,LIFR,RORA,SMAD2,SLC5A7,NTRK2",True
hsa-let-7c-3p,39.308857543181816,41.945591010625,0.0936647394583092,0.8058476589714316,0.9972001756853214,False,False,"NPAS2,RORA,BMP2,KLF4,NR1D1",True
hsa-miR-487b-3p,1032.7038034772725,1048.23951045,0.0215418687137489,0.8058476589714316,0.9972001756853214,False,False,,False
hsa-miR-7-2-5p,177033.51536,191866.9460125,0.1160836797330695,0.8058476589714316,0.9972001756853214,False,False,"KLF4,BMPR2",False
hsa-miR-124-5p,227.11362156909087,244.13860105625,0.1042861824477823,0.8058476589714316,0.9972001756853214,False,False,"RORA,BMP2",False
